"id","pergunta","resposta","createdAt","updatedAt"
"714","O que é, o que é, que tem sempre na frente da igreja?","A letra I.","2017-09-02","2017-09-02"
"715","Qual tira fez parte da história do Brasil?","Tiradentes.","2017-09-02","2017-09-02"
"716","Duas pulgas foram passear, o que uma disse para outra?","Vamos a pé ou vamos pegar um cachorro?","2017-09-02","2017-09-02"
"717","Por que uma conversa entre galinhas nunca acaba?","Porque elas tem papo.","2017-09-02","2017-09-02"
"718","Qual é o cúmulo da burrice?","Contar os degraus da escada rolante.","2017-09-02","2017-09-02"
"719","O que aconteceu com as bailarinas na aula de balé?","Elas foram baleadas.","2017-09-02","2017-09-02"
"720","Como se chama a galinha que pulou de um prédio e ficou louca?","Galinha cai-pira.","2017-09-02","2017-09-02"
"721","O que é, o que é, que se encontra no meio do purgatório?","A letra A.","2017-09-02","2017-09-02"
"722","Tinha um velhinho no bairro em que moro que era gay. Qual é o nome do filme?","O Senhor dá o Anel.","2017-09-02","2017-09-02"
"723","O que é, o que é, que sempre cai, mas não levanta?","A folha.","2017-09-02","2017-09-02"
"724","O que é, o que é, quanto mais a gente ouve, mais ela se acaba?","A paciência.","2017-09-02","2017-09-02"
"725","O que é, o que é, que tem dentes, mas não morde?","O alho.","2017-09-02","2017-09-02"
"726","O que é, o que é, você sabe de onde eu venho, sabe pra onde eu vou, sabe meu nome, mas não sabe a minha cor?","O vento.","2017-09-02","2017-09-02"
"727","O que é, o que é, de dia tem quatro pés e de noite tem seis?","Uma cama de solteiro.","2017-09-02","2017-09-02"
"728","O que é, o que é, um animal que anda com a pata na cabeça?","Um pato apaixonado.","2017-09-02","2017-09-02"
"729","O Professor pediu para um Espírita fazer exercícios sobre fantasmas no submundo. Qual o nome do filme?","Atividade Paranormal.","2017-09-02","2017-09-02"
"730","O que é, o que é, que tem que ser lambido para enfiar no buraco mais facilmente?","A linha da agulha.","2017-09-02","2017-09-02"
"731","O que um botijão de gás disse pro outro?","Vamos vazar.","2017-09-02","2017-09-02"
"732","O que é, o que é, cintura longa, perna alongada, toca corneta e leva bofetada?","O pernilongo.","2017-09-02","2017-09-02"
"733","O que é, o que é, que tem sobre a mão e o coração?","O til.","2017-09-02","2017-09-02"
"734","O que é, o que é, é filho do seu pai e da sua mãe, mas não é seu irmão?","Você.","2017-09-02","2017-09-02"
"735","O que a coruja tem, que os outros bichos não tem?","Corujinhas.","2017-09-02","2017-09-02"
"736","O que é, o que é, que não tem cabelo mas fica careca?","O pneu.","2017-09-02","2017-09-02"
"737","Uma mãe se fantasiou de quebra-cabeça. Qual é o nome do filme?","Minha mãe é uma peça.","2017-09-02","2017-09-02"
"738","Qual é a montanha que tem rodas?","A montanha russa.","2017-09-02","2017-09-02"
"739","Quantos graus tem uma onça morta?","360 graus, porque ela é uma ex-fera.","2017-09-02","2017-09-02"
"740","O que o alienígena foi fazer em São Paulo?","Foi visitar o Tioetê.","2017-09-02","2017-09-02"
"741","O que é vermelho e faz mal para os dentes?","Tijolo.","2017-09-02","2017-09-02"
"742","Qual é a parte do corpo que mais coça?","A unha.","2017-09-02","2017-09-02"
"743","Qual a semelhança entre 99 reais e um Japonês?","Os dois são quase cem pau.","2017-09-02","2017-09-02"
"744","O que é que o Ken coloca na comida?","Molho Barbiecue.","2017-09-02","2017-09-02"
"745","O que é, o que é, a única pedra que fica em cima da água?","A pedra de gelo.","2017-09-02","2017-09-02"
"746","O que é, o que é, nem toda casa tem, mas ninguém passa sem ele?","Ferro da passar roupas.","2017-09-02","2017-09-02"
"747","O que o palito de fósforo disse para o fósforo?","Por sua causa eu perdi a cabeça.","2017-09-02","2017-09-02"
"748","O que tem no meio do ovo?","A letra V.","2017-09-02","2017-09-02"
"749","O que é, o que é, tem olhos mas não vê, tem boca mas não fala e tem perna mas não anda?","A estátua.","2017-09-02","2017-09-02"
"750","Qual é a peça do carro que é fabricada no Egito ?","Os faróis.","2017-09-02","2017-09-02"
"751","O que é, o que é, um pontinho vermelho no meio do oceano?","Um redmoinho.","2017-09-02","2017-09-02"
"752","O que a calculadora disse para o contador?","Pode contar comigo.","2017-09-02","2017-09-02"
"753","Qual a cidade mas alegre do Brasil?","Porto Alegre.","2017-09-02","2017-09-02"
"754","O que é, o que é, é feito para andar, mas não anda?","A rua.","2017-09-02","2017-09-02"
"755","O que é, o que é, que é surdo e mudo, mas conta tudo?","O livro.","2017-09-02","2017-09-02"
"756","O que é, o que é, na cidade é uma profissão, na estrada é um perigo e na mata um inseto?","O barbeiro.","2017-09-02","2017-09-02"
"757","Por que o deficiente físico foi demitido do emprego?","Porque estava dando mancada.","2017-09-02","2017-09-02"
"758","Por que o louco só usa roupa molhada ?","Porque na etiqueta vem escrito ""Lave antes de usar"".","2017-09-02","2017-09-02"
"759","O que tem no final do túnel?","A letra L.","2017-09-02","2017-09-02"
"760","Em qual lugar o sucesso vem antes do trabalho?","No dicionário.","2017-09-02","2017-09-02"
"761","Qual operadora de celular vive gripada?","A Timmmmmmmmmmm.","2017-09-02","2017-09-02"
"762","Por que a loja pegou fogo?","Porque era queima de estoque.","2017-09-02","2017-09-02"
"763","O que é, o que é, que tem letras, pontos e alguns podem ter números?","Os livros.","2017-09-02","2017-09-02"
"764","O que são 5 pontinhos azuis em cima do palco?","Uma banda de blues.","2017-09-02","2017-09-02"
"765","Qual o resultado do cruzamento da girafa com o carro?","Um alto-móvel.","2017-09-02","2017-09-02"
"766","Por que quem vive no Brasil não pode mais legalmente ser enterrado?","Porque costuma-se enterrar os mortos.","2017-09-02","2017-09-02"
"767","Qual a diferença entre uma pizza e uma puta?","É que a pizza só dá pra 8, a puta consegue dar pra todo mundo.","2017-09-02","2017-09-02"
"768","Qual é o carro que todo mundo consegue dirigir?","O carrinho de mão.","2017-09-02","2017-09-02"
"769","O que é um astrólogo andando à cavalo?","Um cavaleiro do Zodíaco.","2017-09-02","2017-09-02"
"770","Qual é o cúmulo da rebeldia?","Fugir de casa quando se mora sozinho.","2017-09-02","2017-09-02"
"771","Qual o cúmulo da velocidade?","Cagar de cima de uma árvore, descer e ver a merda caindo.","2017-09-02","2017-09-02"
"772","Por que o elefante não pega fogo?","Porque ele já é cinza.","2017-09-02","2017-09-02"
"773","O que é, o que é, que dá um pulo e se veste de padre?","Pipoca queimada.","2017-09-02","2017-09-02"
"774","O que é, o que é, todo mundo tem, é vermelho e sempre está debaixo do céu?","A língua.","2017-09-02","2017-09-02"
"775","O que é que morre de pé?","A vela.","2017-09-02","2017-09-02"
"776","Por que o cachorro saiu da igreja?","Porque ele tinha entrado.","2017-09-02","2017-09-02"
"777","O que é, o que é, que está sempre à nossa frente, mas nunca enxergamos?","O futuro.","2017-09-02","2017-09-02"
"778","O que é, o que é, no mato está batendo e em casa está calado?","O machado.","2017-09-02","2017-09-02"
"779","O que a vaca disse pro boi?","Tá friboi?","2017-09-02","2017-09-02"
"780","O que é, o que é, tem dois pés, mas não tem dedos?","A meia.","2017-09-02","2017-09-02"
"781","Qual é o  rei dos queijos?","Reiqueijão.","2017-09-02","2017-09-02"
"782","O que é verde mais não é folha, é branco mais não é algodão, é vermelho mais não é sangue, é preto mais não é carvão?","A melancia.","2017-09-02","2017-09-02"
"783","O que é piranha mas não é peixe, é vaca mas não muge?","As tuas amiguinhas.","2017-09-02","2017-09-02"
"784","Qual é o remédio do Ayrton Senna?","O Buscopan pam pam pam pam pam...","2017-09-02","2017-09-02"
"785","O que é que pega pelo corpo, escuta pela cara e fala pelo pé?","Telefone.","2017-09-02","2017-09-02"
"786","Quando uma pessoa nasce no Brasil, vive nos Estados Unidos e morre no Japão, o que ela é?","Defunto.","2017-09-02","2017-09-02"
"787","Qual é a semelhança entre um bêbado e o neném?","Os dois mamam, depois dormem, mijam e cagam nas calças.","2017-09-02","2017-09-02"
"788","Como se faz para evitar filhos durante uma relação sexual?","Feche a porta do quarto.","2017-09-02","2017-09-02"
"789","O que é, o que é, se pega pelo pau e a saia levanta?","O guarda-chuva.","2017-09-02","2017-09-02"
"790","O que o tomate falou para a banana?","Nada, tomate não fala.","2017-09-02","2017-09-02"
"791","O que é, o que é. Uma casinha branca, sem porta, sem tranca?","O ovo.","2017-09-02","2017-09-02"
"792","Quem é o avô do carro?","O vô-lante.","2017-09-02","2017-09-02"
"793","Qual é o peixe mais salgado do mundo?","O salmão.","2017-09-02","2017-09-02"
"794","Qual é a diferença do dente de leite e o Palmeiras?","O dente de leite só cai uma vez!","2017-09-02","2017-09-02"
"795","Qual é o único lugar que nunca bate sol?","Na sombra.","2017-09-02","2017-09-02"
"796","Qual é o céu que não tem estrelas?","O céu da boca.","2017-09-02","2017-09-02"
"797","O que é o que é, tem que matar para viver?","A fome.","2017-09-02","2017-09-02"
"798","O que é, o que é. Tem pé, mas não tem cabeça?","A mula sem cabeça.","2017-09-02","2017-09-02"
"799","O que é  o que é. É cheio de buraco mas segura a água?","A esponja.","2017-09-02","2017-09-02"
"800","O que é que é, corta mas não se come?","O prato.","2017-09-02","2017-09-02"
"801","Prenderam minha sogra, qual o nome do filme?","Gaiola das loucas.","2017-09-02","2017-09-02"
"802","Por que Joãozinho escovava os dentes antes de ir a escola?","Porque ele tinha prova oral.","2017-09-02","2017-09-02"
"803","O que é, o que é. Todo mês tem, menos abril?","A letra O.","2017-09-02","2017-09-02"
"804","O que é um pontinho amarelo no oceano?","O Bob Esponja.","2017-09-02","2017-09-02"
"805","O que é que, quanto mais se cozinha, mais duro fica?","O ovo.","2017-09-02","2017-09-02"
"806","Como se faz para comer um boi todo?","É só comer um pedacinho de cada vez.","2017-09-02","2017-09-02"
"807","Qual a semelhança entre o Rio Grande do Norte e o fim do ano?","Ambos tem Natal.","2017-09-02","2017-09-02"
"808","Qual é o cúmulo da sorte?","Ser atropelado por uma ambulância.","2017-09-02","2017-09-02"
"809","Qual é o país que cabe na geladeira?","O peru.","2017-09-02","2017-09-02"
"810","Com quem o Senhor Alfinete é casado?","Com a Senhora das Dores.","2017-09-02","2017-09-02"
"811","Por que os burros se parecem com os livros?","Ambos tem orelha.","2017-09-02","2017-09-02"
"812","Qual a diferença entre o porco e a rua?","O porco tem lombinho e a rua tem lombada.","2017-09-02","2017-09-02"
"813","Qual é o nome da polícia que se olha no espelho?","Polícia Civil.","2017-09-02","2017-09-02"
"814","O que o ovo novo falou para o ovo velho?","Ovô.","2017-09-02","2017-09-02"
"815","O cinema estava cheio de cimento. Qual filme estava passando?","Nenhum. O cinema estava em construção.","2017-09-02","2017-09-02"
"816","O que não tem no mundo e tem no mar?","A letra R.","2017-09-02","2017-09-02"
"817","Por que os pintores e as costureiras têm que passar pelo purgatório quando morrem?","Porque eles pintam e bordam.","2017-09-02","2017-09-02"
"818","Por que a fruta cai do pé?","Porque não tem escada para descer.","2017-09-02","2017-09-02"
"819","O que o dente falou para broca?","Não vai furar comigo.","2017-09-02","2017-09-02"
"820","O que a moeda disse para a nota?","Um dia você vai ser como eu.","2017-09-02","2017-09-02"
"821","O que são 2 pontinhos azuis no jardim?","É uma Blueblueleta.","2017-09-02","2017-09-02"
"822","Um casal estava no ato sexual quando morreram. Qual o nome do filme?","A Última Cruzada.","2017-09-02","2017-09-02"
"823","O que é um ponto roxo indo em direção a um ponto amarelo em cima da geladeira?","Uma super ameixa indo salvar um fandangos suicida.","2017-09-02","2017-09-02"
"824","""Oi Sabonete"". Qual o nome do Carro?","Hilux.","2017-09-02","2017-09-02"
"825","O que são duas irmãs, uma no lado direito e outra no lado esquerdo, que escutam muito bem?","As orelhas.","2017-09-02","2017-09-02"
"826","Qual é o nome do doce do Gusttavo Lima?","Bala-da-boa.","2017-09-02","2017-09-02"
"827","O que a frigideira quente falou para o ovo?","Você tá frito comigo.","2017-09-02","2017-09-02"
"828","O que é, o que é, duas irmãs da mesma idade, mas com diferentes habilidades?","As mãos.","2017-09-02","2017-09-02"
"829","Quando alguém atira uma pedra no mar vermelho, como ela fica?","Molhada.","2017-09-02","2017-09-02"
"830","O que é que tem dedos, mas não tem unhas?","A luva.","2017-09-02","2017-09-02"
"831","Para que servem óculos verdes?","Para verde perto.","2017-09-02","2017-09-02"
"832","O que é que da várias voltas, mas não sair do lugar?","O relógio.","2017-09-02","2017-09-02"
"833","O que é, o que é. Tem um saco mole e um pau duro?","Coador de café de pano.","2017-09-02","2017-09-02"
"834","O que é, o que é, quanto mais se perde, mais se tem?","O sono.","2017-09-02","2017-09-02"
"835","O que é o que é. Vai até o fim do mundo sem sair do lugar?","A letra O.","2017-09-02","2017-09-02"
"836","Qual é a única planta que tem pernas?","A planta dos pés.","2017-09-02","2017-09-02"
"837","O que é, o que é. Nair tem na frente, Nando tem no meio e Cristian tem atrás?","A letra N.","2017-09-02","2017-09-02"
"838","Por que o cachorro entrou na igreja?","Porque a porta estava aberta.","2017-09-02","2017-09-02"
"839","Quem é o pai da padaria?","O paistel.","2017-09-02","2017-09-02"
"840","Por que o tamanduá dorme enrolado sobre o próprio corpo?","Pra acordar com a perna formigando.","2017-09-02","2017-09-02"
"841","O que é, o que é que quanto mais se enche, menor fica?","A paciência.","2017-09-02","2017-09-02"
"842","O que é branco, da ponta vermelha e acaba na boca?","O cigarro.","2017-09-02","2017-09-02"
"843","O que é, o que é que aguenta arrancar o dente sem anestesia?","O alho.","2017-09-02","2017-09-02"
"844","O que é, o que é que cresce e depois encolhe?","A mola.","2017-09-02","2017-09-02"
"845","O que a merda postou no Facebook?","Tô saindo aqui.","2017-09-02","2017-09-02"
"846","O que é, o que é que deixa todo mundo ver através da parede?","A janela.","2017-09-02","2017-09-02"
"847","Por que a chuva pegou o ônibus?","Porque era chuva passageira.","2017-09-02","2017-09-02"
"848","O que é, o que é que não tem porta, nem janela, mas tem um monte de neguinho dentro?","O Mamão.","2017-09-02","2017-09-02"
"849","O que é, o que é que cai de pé, mas não anda?","A chuva.","2017-09-02","2017-09-02"
"850","O que é, o que é verde mas não é planta, fala mas não é gente?","O papagaio.","2017-09-02","2017-09-02"
"851","O que é, o que é que tem olhos mas não vê, tem boca mas não fala, tem braços mas não abraça e tem pés mas não anda?","A boneca.","2017-09-02","2017-09-02"
"852","O que é, o que é que passa pelo sol sem fazer sombra?","O vento.","2017-09-02","2017-09-02"
"853","O que é, o que é que às vezes ouve mas não fala e as vezes fala mas não ouve?","O telefone.","2017-09-02","2017-09-02"
"854","Como é chamado um navio feito no Paraguai?","Navio Pirata.","2017-09-02","2017-09-02"
